event_id,event_name,event_type,timestamp,user_id,persona,src_ip,domain_name,city,country,os,user_agent,device_type,login_type,tls_version,records_accessed,query_complexity,is_admin_action,label,scenario
evt_test_00252,Login,auth,2026-03-18T08:03:53+00:00,u_normal_sql_001,normal_sql_user,10.12.8.38,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,8,0,False,0,benign
evt_test_00253,Login,auth,2026-03-19T11:57:41+00:00,u_normal_sql_001,normal_sql_user,10.12.9.212,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,5,0,False,0,benign
evt_test_00254,DashboardView,data_access,2026-03-20T10:59:36+00:00,u_normal_sql_001,normal_sql_user,10.12.9.215,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,4,0,False,0,benign
evt_test_00255,Logout,auth,2026-03-21T12:28:56+00:00,u_normal_sql_001,normal_sql_user,10.12.8.13,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,18,0,False,0,benign
evt_test_00256,ConnectedAppOAuth,auth,2026-03-22T10:26:12+00:00,u_normal_sql_001,normal_sql_user,10.12.8.166,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,25,0,False,0,benign
evt_test_00257,SOQLQuery,query,2026-03-23T14:17:11+00:00,u_normal_sql_001,normal_sql_user,10.12.8.86,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,119,2,False,0,benign
evt_test_00258,Login,auth,2026-03-24T09:15:42+00:00,u_normal_sql_001,normal_sql_user,10.12.8.73,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,11,0,False,0,benign
evt_test_00259,ConnectedAppOAuth,auth,2026-03-25T17:20:51+00:00,u_normal_sql_001,normal_sql_user,10.12.9.238,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,16,0,False,0,benign
evt_test_00260,Logout,auth,2026-03-26T08:05:03+00:00,u_normal_sql_001,normal_sql_user,10.12.8.159,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,32,0,False,0,benign
evt_test_00261,ReportExport,data_access,2026-03-27T13:03:01+00:00,u_normal_sql_001,normal_sql_user,10.12.8.155,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,229,0,False,0,benign
evt_test_00262,Login,auth,2026-03-28T12:20:08+00:00,u_normal_sql_001,normal_sql_user,10.12.8.192,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,22,0,False,0,benign
evt_test_00263,SOQLQuery,query,2026-03-15T14:19:46+00:00,u_normal_sql_001,normal_sql_user,10.12.9.37,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,79,2,False,0,benign
evt_test_00264,ConnectedAppOAuth,auth,2026-03-16T11:40:36+00:00,u_normal_sql_001,normal_sql_user,10.12.8.132,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,40,0,False,0,benign
evt_test_00265,SOQLQuery,query,2026-03-17T18:40:46+00:00,u_normal_sql_001,normal_sql_user,10.12.9.119,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.2,119,3,False,0,benign
evt_test_00266,DashboardView,data_access,2026-03-18T14:28:46+00:00,u_normal_sql_001,normal_sql_user,10.12.9.47,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,4,0,False,0,benign
evt_test_00267,SOQLQuery,query,2026-03-19T17:41:48+00:00,u_normal_sql_001,normal_sql_user,10.12.8.46,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,104,2,False,0,benign
evt_test_00268,SOQLQuery,query,2026-03-20T09:04:21+00:00,u_normal_sql_001,normal_sql_user,10.12.8.232,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,183,2,False,0,benign
evt_test_00269,Login,auth,2026-03-21T18:10:38+00:00,u_normal_sql_001,normal_sql_user,10.12.9.45,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,28,0,False,0,benign
evt_test_00270,ConnectedAppOAuth,auth,2026-03-22T09:03:25+00:00,u_normal_sql_001,normal_sql_user,10.12.9.44,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,16,0,False,0,benign
evt_test_00271,SOQLQuery,query,2026-03-23T08:13:10+00:00,u_normal_sql_001,normal_sql_user,10.12.9.25,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,108,4,False,0,benign
evt_test_00272,SOQLQuery,query,2026-03-24T18:34:24+00:00,u_normal_sql_001,normal_sql_user,10.12.8.99,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,344,3,False,0,benign
evt_test_00273,SOQLQuery,query,2026-03-25T11:53:17+00:00,u_normal_sql_001,normal_sql_user,10.12.8.43,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,125,0,False,0,benign
evt_test_00274,ConnectedAppOAuth,auth,2026-03-26T14:34:43+00:00,u_normal_sql_001,normal_sql_user,10.12.9.151,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,34,0,False,0,benign
evt_test_00275,SOQLQuery,query,2026-03-27T15:11:10+00:00,u_normal_sql_001,normal_sql_user,10.12.8.211,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,137,3,False,0,benign
evt_test_00276,Login,auth,2026-03-30T17:16:20+00:00,u_normal_sql_001,normal_sql_user,203.0.113.42,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,167,3,False,1,foreign_country_login
evt_test_00277,BulkDataExport,data_export,2026-03-31T10:36:37+00:00,u_normal_sql_001,normal_sql_user,203.0.113.42,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,6300,2,False,1,mass_export
evt_test_00278,ConnectedAppOAuth,auth,2026-04-01T10:17:25+00:00,u_normal_sql_001,normal_sql_user,203.0.113.42,evil-connected-app.example,Unknown,Unknown,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,3,0,False,1,suspicious_oauth
evt_test_00279,Login,auth,2026-04-02T13:52:50+00:00,u_normal_sql_001,normal_sql_user,45.83.12.44,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,2,0,False,1,foreign_country_login
evt_test_00280,BulkDataExport,data_export,2026-04-03T12:46:26+00:00,u_normal_sql_001,normal_sql_user,198.51.100.19,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,6300,2,False,1,mass_export
evt_test_00281,ConnectedAppOAuth,auth,2026-04-04T16:25:08+00:00,u_normal_sql_001,normal_sql_user,185.199.108.77,evil-connected-app.example,Unknown,Unknown,Windows,Mozilla/5.0 Windows Chrome,desktop,OAuth,TLS1.3,20,0,False,1,suspicious_oauth
evt_test_00282,Login,auth,2026-04-05T12:23:52+00:00,u_normal_sql_001,normal_sql_user,185.199.108.77,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,155,4,False,1,foreign_country_login
evt_test_00283,BulkDataExport,data_export,2026-04-06T17:35:22+00:00,u_normal_sql_001,normal_sql_user,198.51.100.19,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,6300,2,False,1,mass_export
evt_test_00504,Logout,auth,2026-03-15T12:48:47+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.87,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,31,0,False,0,benign
evt_test_00505,Login,auth,2026-03-16T21:32:33+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.125,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,29,0,False,0,benign
evt_test_00506,Login,auth,2026-03-17T18:57:11+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.24,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,6,0,False,0,benign
evt_test_00507,ConnectedAppOAuth,auth,2026-03-18T19:43:34+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.126,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,19,0,False,0,benign
evt_test_00508,DashboardView,data_access,2026-03-19T22:41:21+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.153,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,15,0,False,0,benign
evt_test_00509,ConnectedAppOAuth,auth,2026-03-20T11:50:16+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.128,mycompany.my.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,OAuth,TLS1.3,20,0,False,0,benign
evt_test_00510,SOQLQuery,query,2026-03-21T11:39:59+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.187,mycompany.my.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,96,1,False,0,benign
evt_test_00511,Logout,auth,2026-03-22T16:36:08+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.71,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.2,3,0,False,0,benign
evt_test_00512,DashboardView,data_access,2026-03-23T11:34:19+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.240,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,29,0,False,0,benign
evt_test_00513,ConnectedAppOAuth,auth,2026-03-24T22:21:41+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.80,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,35,0,False,0,benign
evt_test_00514,Logout,auth,2026-03-25T07:08:43+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.34,mycompany.my.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,31,0,False,0,benign
evt_test_00515,ConnectedAppOAuth,auth,2026-03-26T12:37:33+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.205,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.2,4,0,False,0,benign
evt_test_00516,ConnectedAppOAuth,auth,2026-03-27T16:38:38+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.19,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,OAuth,TLS1.2,32,0,False,0,benign
evt_test_00517,DashboardView,data_access,2026-03-28T17:22:19+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.228,login.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,19,0,False,0,benign
evt_test_00518,ConnectedAppOAuth,auth,2026-03-15T19:08:53+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.158,login.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.2,28,0,False,0,benign
evt_test_00519,DashboardView,data_access,2026-03-16T19:40:58+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.111,login.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,OAuth,TLS1.3,1,0,False,0,benign
evt_test_00520,Logout,auth,2026-03-17T21:02:52+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.218,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,19,0,False,0,benign
evt_test_00521,Login,auth,2026-03-18T21:07:41+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.233,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,20,0,False,0,benign
evt_test_00522,Logout,auth,2026-03-19T08:38:47+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.153,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,32,0,False,0,benign
evt_test_00523,ConnectedAppOAuth,auth,2026-03-20T11:37:03+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.86,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,17,0,False,0,benign
evt_test_00524,SOQLQuery,query,2026-03-21T07:18:18+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.168,login.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,39,2,False,0,benign
evt_test_00525,SOQLQuery,query,2026-03-22T16:52:54+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.209,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,148,3,False,0,benign
evt_test_00526,Login,auth,2026-03-23T22:18:23+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.110,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.2,9,0,False,0,benign
evt_test_00527,SOQLQuery,query,2026-03-24T19:29:58+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.34,login.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.3,89,2,False,0,benign
evt_test_00528,DashboardView,data_access,2026-03-25T15:01:47+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.61,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,12,0,False,0,benign
evt_test_00529,Logout,auth,2026-03-26T08:01:49+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.198,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.2,8,0,False,0,benign
evt_test_00530,SOQLQuery,query,2026-03-27T14:02:04+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.175,login.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,67,2,False,0,benign
evt_test_00531,Logout,auth,2026-03-28T08:09:54+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.76,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,2,0,False,0,benign
evt_test_00532,Logout,auth,2026-03-15T12:45:12+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.48,login.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.3,34,0,False,0,benign
evt_test_00533,ConnectedAppOAuth,auth,2026-03-16T11:53:22+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.113,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.3,7,0,False,0,benign
evt_test_00534,DashboardView,data_access,2026-03-17T10:31:48+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.185,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.2,34,0,False,0,benign
evt_test_00535,ConnectedAppOAuth,auth,2026-03-18T13:35:26+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.223,mycompany.my.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,29,0,False,0,benign
evt_test_00536,ConnectedAppOAuth,auth,2026-03-19T09:25:28+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.173,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.2,32,0,False,0,benign
evt_test_00537,Login,auth,2026-03-20T16:12:38+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.36,login.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,13,0,False,0,benign
evt_test_00538,DashboardView,data_access,2026-03-21T18:31:32+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.42,mycompany.my.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,39,0,False,0,benign
evt_test_00539,Logout,auth,2026-03-22T08:31:43+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.50,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.2,4,0,False,0,benign
evt_test_00540,Login,auth,2026-03-23T15:42:31+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.134,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,13,0,False,0,benign
evt_test_00541,Login,auth,2026-03-24T20:20:54+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.118,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.2,25,0,False,0,benign
evt_test_00542,DashboardView,data_access,2026-03-25T15:45:24+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.200,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,9,0,False,0,benign
evt_test_00543,ConnectedAppOAuth,auth,2026-03-26T14:31:37+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.162,mycompany.my.salesforce.com,Austin,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,26,0,False,0,benign
evt_test_00544,SOQLQuery,query,2026-03-27T17:51:47+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.11,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,89,2,False,0,benign
evt_test_00545,DashboardView,data_access,2026-03-28T13:15:41+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.156,login.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,16,0,False,0,benign
evt_test_00546,SOQLQuery,query,2026-03-15T07:29:42+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.150,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,78,1,False,0,benign
evt_test_00547,Login,auth,2026-03-16T09:51:31+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.181,login.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,21,0,False,0,benign
evt_test_00548,DashboardView,data_access,2026-03-17T12:31:40+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.220,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,28,0,False,0,benign
