event_id,event_name,event_type,timestamp,user_id,persona,src_ip,domain_name,city,country,os,user_agent,device_type,login_type,tls_version,records_accessed,query_complexity,is_admin_action,label,scenario
evt_train_00015,Logout,auth,2026-01-15T16:15:17+00:00,u_normal_sql_001,normal_sql_user,10.12.9.59,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,5,0,False,0,benign
evt_train_00016,SOQLQuery,query,2026-01-16T09:42:27+00:00,u_normal_sql_001,normal_sql_user,10.12.9.113,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,414,2,False,0,benign
evt_train_00017,SOQLQuery,query,2026-01-17T13:51:55+00:00,u_normal_sql_001,normal_sql_user,10.12.8.68,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,111,2,False,0,benign
evt_train_00018,SOQLQuery,query,2026-01-18T11:55:59+00:00,u_normal_sql_001,normal_sql_user,10.12.8.118,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,103,3,False,0,benign
evt_train_00019,Login,auth,2026-01-19T15:30:13+00:00,u_normal_sql_001,normal_sql_user,10.12.9.236,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,27,0,False,0,benign
evt_train_00020,DashboardView,data_access,2026-01-20T18:45:31+00:00,u_normal_sql_001,normal_sql_user,10.12.8.53,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,36,0,False,0,benign
evt_train_00021,Login,auth,2026-01-21T15:32:58+00:00,u_normal_sql_001,normal_sql_user,10.12.8.19,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,38,0,False,0,benign
evt_train_00022,SOQLQuery,query,2026-01-22T17:15:37+00:00,u_normal_sql_001,normal_sql_user,10.12.8.163,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,157,2,False,0,benign
evt_train_00023,DashboardView,data_access,2026-01-23T12:25:08+00:00,u_normal_sql_001,normal_sql_user,10.12.9.122,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.2,16,0,False,0,benign
evt_train_00024,Login,auth,2026-01-24T13:56:04+00:00,u_normal_sql_001,normal_sql_user,10.12.8.99,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,9,0,False,0,benign
evt_train_00025,DashboardView,data_access,2026-01-25T12:07:56+00:00,u_normal_sql_001,normal_sql_user,10.12.8.195,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,9,0,False,0,benign
evt_train_00026,SOQLQuery,query,2026-01-26T16:31:16+00:00,u_normal_sql_001,normal_sql_user,10.12.8.28,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,151,3,False,0,benign
evt_train_00027,SOQLQuery,query,2026-01-27T15:35:45+00:00,u_normal_sql_001,normal_sql_user,10.12.9.148,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.2,237,2,False,0,benign
evt_train_00028,Logout,auth,2026-01-28T10:02:19+00:00,u_normal_sql_001,normal_sql_user,10.12.9.235,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,28,0,False,0,benign
evt_train_00029,SOQLQuery,query,2026-01-29T17:47:09+00:00,u_normal_sql_001,normal_sql_user,10.12.8.226,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,156,1,False,0,benign
evt_train_00030,BulkDataExport,data_export,2026-01-30T10:50:44+00:00,u_normal_sql_001,normal_sql_user,10.12.8.102,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,279,3,False,0,benign
evt_train_00031,ConnectedAppOAuth,auth,2026-01-31T08:42:12+00:00,u_normal_sql_001,normal_sql_user,10.12.9.89,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,15,0,False,0,benign
evt_train_00032,SOQLQuery,query,2026-02-01T09:56:16+00:00,u_normal_sql_001,normal_sql_user,10.12.8.153,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.2,105,1,False,0,benign
evt_train_00033,SOQLQuery,query,2026-02-02T14:57:36+00:00,u_normal_sql_001,normal_sql_user,10.12.8.70,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,331,3,False,0,benign
evt_train_00034,Logout,auth,2026-02-03T17:20:42+00:00,u_normal_sql_001,normal_sql_user,10.12.8.189,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,22,0,False,0,benign
evt_train_00035,SOQLQuery,query,2026-02-04T14:42:24+00:00,u_normal_sql_001,normal_sql_user,10.12.8.162,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,134,3,False,0,benign
evt_train_00036,BulkDataExport,data_export,2026-02-05T15:28:28+00:00,u_normal_sql_001,normal_sql_user,10.12.8.135,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,359,3,False,0,benign
evt_train_00037,SOQLQuery,query,2026-02-06T18:19:14+00:00,u_normal_sql_001,normal_sql_user,10.12.8.42,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,363,2,False,0,benign
evt_train_00038,SOQLQuery,query,2026-02-07T18:36:12+00:00,u_normal_sql_001,normal_sql_user,10.12.9.131,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,260,0,False,0,benign
evt_train_00039,Login,auth,2026-02-08T15:03:35+00:00,u_normal_sql_001,normal_sql_user,10.12.8.239,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.2,34,0,False,0,benign
evt_train_00040,SOQLQuery,query,2026-02-09T16:28:57+00:00,u_normal_sql_001,normal_sql_user,10.12.8.195,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,73,3,False,0,benign
evt_train_00041,SOQLQuery,query,2026-02-10T12:28:04+00:00,u_normal_sql_001,normal_sql_user,10.12.9.65,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,211,2,False,0,benign
evt_train_00042,Logout,auth,2026-02-11T11:04:26+00:00,u_normal_sql_001,normal_sql_user,10.12.9.89,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,10,0,False,0,benign
evt_train_00043,ConnectedAppOAuth,auth,2026-02-12T13:19:48+00:00,u_normal_sql_001,normal_sql_user,10.12.9.223,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,1,0,False,0,benign
evt_train_00044,SOQLQuery,query,2026-02-13T13:42:43+00:00,u_normal_sql_001,normal_sql_user,10.12.9.190,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,208,4,False,0,benign
evt_train_00045,Login,auth,2026-02-14T10:55:29+00:00,u_normal_sql_001,normal_sql_user,10.12.8.17,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,28,0,False,0,benign
evt_train_00046,SOQLQuery,query,2026-01-01T14:16:53+00:00,u_normal_sql_001,normal_sql_user,10.12.8.125,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,278,3,False,0,benign
evt_train_00047,SOQLQuery,query,2026-01-02T11:12:53+00:00,u_normal_sql_001,normal_sql_user,10.12.8.164,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,155,2,False,0,benign
evt_train_00048,Logout,auth,2026-01-03T17:38:47+00:00,u_normal_sql_001,normal_sql_user,10.12.8.204,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,11,0,False,0,benign
evt_train_00049,BulkDataExport,data_export,2026-01-04T09:37:44+00:00,u_normal_sql_001,normal_sql_user,10.12.8.31,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,202,3,False,0,benign
evt_train_00050,Login,auth,2026-01-05T16:41:21+00:00,u_normal_sql_001,normal_sql_user,10.12.8.222,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,5,0,False,0,benign
evt_train_00051,ConnectedAppOAuth,auth,2026-01-06T18:17:39+00:00,u_normal_sql_001,normal_sql_user,10.12.9.124,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,34,0,False,0,benign
evt_train_00052,SOQLQuery,query,2026-01-07T11:48:29+00:00,u_normal_sql_001,normal_sql_user,10.12.9.91,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,125,2,False,0,benign
evt_train_00053,SOQLQuery,query,2026-01-08T13:17:56+00:00,u_normal_sql_001,normal_sql_user,10.12.9.147,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,215,2,False,0,benign
evt_train_00054,ConnectedAppOAuth,auth,2026-01-09T08:05:18+00:00,u_normal_sql_001,normal_sql_user,10.12.8.108,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,29,0,False,0,benign
evt_train_00055,SOQLQuery,query,2026-01-10T13:44:29+00:00,u_normal_sql_001,normal_sql_user,10.12.9.83,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,174,3,False,0,benign
evt_train_00056,SOQLQuery,query,2026-01-11T11:47:30+00:00,u_normal_sql_001,normal_sql_user,10.12.9.190,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,177,0,False,0,benign
evt_train_00057,SOQLQuery,query,2026-01-12T08:45:34+00:00,u_normal_sql_001,normal_sql_user,10.12.8.75,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,545,3,False,0,benign
evt_train_00058,Logout,auth,2026-01-13T12:30:30+00:00,u_normal_sql_001,normal_sql_user,10.12.9.92,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,37,0,False,0,benign
evt_train_00059,Login,auth,2026-01-14T17:40:43+00:00,u_normal_sql_001,normal_sql_user,10.12.8.43,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,5,0,False,0,benign
evt_train_00060,SOQLQuery,query,2026-01-15T15:58:28+00:00,u_normal_sql_001,normal_sql_user,10.12.9.225,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,252,4,False,0,benign
evt_train_00061,SOQLQuery,query,2026-01-16T12:42:05+00:00,u_normal_sql_001,normal_sql_user,10.12.8.66,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,119,3,False,0,benign
evt_train_00062,SOQLQuery,query,2026-01-17T11:18:45+00:00,u_normal_sql_001,normal_sql_user,10.12.9.184,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,95,4,False,0,benign
evt_train_00063,Logout,auth,2026-01-18T12:52:09+00:00,u_normal_sql_001,normal_sql_user,10.12.8.20,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,10,0,False,0,benign
evt_train_00064,DashboardView,data_access,2026-01-19T14:17:32+00:00,u_normal_sql_001,normal_sql_user,10.12.9.117,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,20,0,False,0,benign
evt_train_00065,DashboardView,data_access,2026-01-20T17:01:48+00:00,u_normal_sql_001,normal_sql_user,10.12.9.152,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,37,0,False,0,benign
evt_train_00066,DashboardView,data_access,2026-01-21T15:22:26+00:00,u_normal_sql_001,normal_sql_user,10.12.9.87,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,6,0,False,0,benign
evt_train_00067,DashboardView,data_access,2026-01-22T13:16:20+00:00,u_normal_sql_001,normal_sql_user,10.12.8.202,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,6,0,False,0,benign
evt_train_00068,ConnectedAppOAuth,auth,2026-01-23T15:40:28+00:00,u_normal_sql_001,normal_sql_user,10.12.8.57,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,40,0,False,0,benign
evt_train_00069,SOQLQuery,query,2026-01-24T18:38:51+00:00,u_normal_sql_001,normal_sql_user,10.12.8.186,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,155,2,False,0,benign
evt_train_00070,Login,auth,2026-01-25T18:53:09+00:00,u_normal_sql_001,normal_sql_user,10.12.9.188,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,8,0,False,0,benign
evt_train_00071,ConnectedAppOAuth,auth,2026-01-26T11:58:38+00:00,u_normal_sql_001,normal_sql_user,10.12.8.226,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,25,0,False,0,benign
evt_train_00072,DashboardView,data_access,2026-01-27T17:37:42+00:00,u_normal_sql_001,normal_sql_user,10.12.9.226,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,20,0,False,0,benign
evt_train_00073,SOQLQuery,query,2026-01-28T11:44:15+00:00,u_normal_sql_001,normal_sql_user,10.12.9.64,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,255,3,False,0,benign
evt_train_00074,SOQLQuery,query,2026-01-29T15:02:08+00:00,u_normal_sql_001,normal_sql_user,10.12.9.227,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,99,1,False,0,benign
evt_train_00075,Login,auth,2026-01-30T15:50:16+00:00,u_normal_sql_001,normal_sql_user,10.12.9.164,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,5,0,False,0,benign
evt_train_00076,ConnectedAppOAuth,auth,2026-01-31T09:15:40+00:00,u_normal_sql_001,normal_sql_user,10.12.9.63,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,40,0,False,0,benign
evt_train_00077,Login,auth,2026-02-01T08:20:50+00:00,u_normal_sql_001,normal_sql_user,10.12.8.80,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,2,0,False,0,benign
evt_train_00078,SOQLQuery,query,2026-02-02T10:05:39+00:00,u_normal_sql_001,normal_sql_user,10.12.9.163,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,130,3,False,0,benign
evt_train_00079,SOQLQuery,query,2026-02-03T12:42:00+00:00,u_normal_sql_001,normal_sql_user,10.12.9.235,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,222,5,False,0,benign
evt_train_00080,DashboardView,data_access,2026-02-04T11:24:54+00:00,u_normal_sql_001,normal_sql_user,10.12.9.32,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,20,0,False,0,benign
evt_train_00081,DashboardView,data_access,2026-02-05T17:55:43+00:00,u_normal_sql_001,normal_sql_user,10.12.8.238,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,1,0,False,0,benign
evt_train_00082,SOQLQuery,query,2026-02-06T17:16:43+00:00,u_normal_sql_001,normal_sql_user,10.12.8.165,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,124,4,False,0,benign
evt_train_00083,SOQLQuery,query,2026-02-07T12:20:47+00:00,u_normal_sql_001,normal_sql_user,10.12.9.49,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,216,4,False,0,benign
evt_train_00084,DashboardView,data_access,2026-02-08T12:47:55+00:00,u_normal_sql_001,normal_sql_user,10.12.9.210,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,31,0,False,0,benign
evt_train_00085,SOQLQuery,query,2026-02-09T09:50:25+00:00,u_normal_sql_001,normal_sql_user,10.12.8.72,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,128,2,False,0,benign
evt_train_00086,DashboardView,data_access,2026-02-10T15:01:39+00:00,u_normal_sql_001,normal_sql_user,10.12.9.239,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,15,0,False,0,benign
evt_train_00087,SOQLQuery,query,2026-02-11T10:02:02+00:00,u_normal_sql_001,normal_sql_user,10.12.9.131,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.2,209,2,False,0,benign
evt_train_00088,ConnectedAppOAuth,auth,2026-02-12T10:56:26+00:00,u_normal_sql_001,normal_sql_user,10.12.8.218,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,38,0,False,0,benign
evt_train_00089,SOQLQuery,query,2026-02-13T15:15:54+00:00,u_normal_sql_001,normal_sql_user,10.12.9.30,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,346,3,False,0,benign
evt_train_00090,SOQLQuery,query,2026-02-14T18:13:41+00:00,u_normal_sql_001,normal_sql_user,10.12.8.17,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,612,2,False,0,benign
evt_train_00091,Logout,auth,2026-01-01T13:49:09+00:00,u_normal_sql_001,normal_sql_user,10.12.8.75,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,15,0,False,0,benign
evt_train_00092,Login,auth,2026-01-02T11:37:20+00:00,u_normal_sql_001,normal_sql_user,10.12.8.49,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,23,0,False,0,benign
evt_train_00093,SOQLQuery,query,2026-01-03T15:49:23+00:00,u_normal_sql_001,normal_sql_user,10.12.8.120,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,248,2,False,0,benign
evt_train_00094,DashboardView,data_access,2026-01-04T14:27:43+00:00,u_normal_sql_001,normal_sql_user,10.12.8.130,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,31,0,False,0,benign
evt_train_00095,SOQLQuery,query,2026-01-05T12:39:40+00:00,u_normal_sql_001,normal_sql_user,10.12.9.102,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,91,1,False,0,benign
evt_train_00096,SOQLQuery,query,2026-01-06T15:56:14+00:00,u_normal_sql_001,normal_sql_user,10.12.9.91,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,264,2,False,0,benign
evt_train_00097,SOQLQuery,query,2026-01-07T13:09:43+00:00,u_normal_sql_001,normal_sql_user,10.12.9.22,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,102,3,False,0,benign
evt_train_00098,SOQLQuery,query,2026-01-08T17:35:35+00:00,u_normal_sql_001,normal_sql_user,10.12.9.176,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,214,3,False,0,benign
evt_train_00099,ConnectedAppOAuth,auth,2026-01-09T09:36:32+00:00,u_normal_sql_001,normal_sql_user,10.12.8.44,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,23,0,False,0,benign
evt_train_00100,SOQLQuery,query,2026-01-10T17:14:51+00:00,u_normal_sql_001,normal_sql_user,10.12.9.221,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,107,3,False,0,benign
evt_train_00101,SOQLQuery,query,2026-01-11T08:11:55+00:00,u_normal_sql_001,normal_sql_user,10.12.8.149,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,231,3,False,0,benign
evt_train_00102,Login,auth,2026-01-12T15:21:10+00:00,u_normal_sql_001,normal_sql_user,10.12.9.84,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,27,0,False,0,benign
evt_train_00103,SOQLQuery,query,2026-01-13T15:42:27+00:00,u_normal_sql_001,normal_sql_user,10.12.9.160,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,118,1,False,0,benign
evt_train_00104,Login,auth,2026-01-14T18:43:37+00:00,u_normal_sql_001,normal_sql_user,10.12.9.139,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.2,19,0,False,0,benign
evt_train_00105,Login,auth,2026-01-15T10:48:16+00:00,u_normal_sql_001,normal_sql_user,10.12.9.88,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,14,0,False,0,benign
evt_train_00106,SOQLQuery,query,2026-01-16T16:35:53+00:00,u_normal_sql_001,normal_sql_user,10.12.9.23,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,300,3,False,0,benign
evt_train_00107,SOQLQuery,query,2026-01-17T17:25:45+00:00,u_normal_sql_001,normal_sql_user,10.12.9.79,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,241,4,False,0,benign
evt_train_00108,SOQLQuery,query,2026-01-18T14:54:06+00:00,u_normal_sql_001,normal_sql_user,10.12.8.116,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,253,2,False,0,benign
evt_train_00109,SOQLQuery,query,2026-01-19T10:04:32+00:00,u_normal_sql_001,normal_sql_user,10.12.8.140,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,161,2,False,0,benign
